,app,category,rating,reviews,size,installs,type,price,content_rating,genres,update_year,update_month,update_day,update_weekday,last_updated,current_ver,android_ver,sentiment,sentiment_polarity,sentiment_subjectivity
115,"Herpes Dating: 1,000K+ Singles",DATING,4.0,738.0,27.0,10000.0,Free,0.0,Mature 17+,['Dating'],2018.0,8.0,1.0,Wednesday,2018-08-01,6.4.1,4.1,Positive,0.17410830442498967,0.4679461145253556
116,95Live -SG#1 Live Streaming App,DATING,4.1,4953.0,15.0,1000000.0,Free,0.0,Teen,['Dating'],2018.0,8.0,1.0,Wednesday,2018-08-01,8.7.2,4.2,Positive,0.055028708133971295,0.4416097820308346
117,2RedBeans,DATING,4.0,337.0,32.0,10000.0,Free,0.0,Mature 17+,['Dating'],2018.0,7.0,31.0,Tuesday,2018-07-31,2.8,4.3,Positive,0.3851602217227217,0.5815797073297073
118,"BiggerCity: Chat for gay bears, chubs & chasers",DATING,4.1,923.0,44.0,100000.0,Free,0.0,Mature 17+,['Dating'],2018.0,8.0,2.0,Thursday,2018-08-02,3.4.1.1,4.1,Positive,0.21167546399141793,0.5781575964057872
119,Herpes Positive Singles Dating,DATING,4.4,198.0,28.0,10000.0,Free,0.0,Mature 17+,['Dating'],2018.0,5.0,18.0,Friday,2018-05-18,5.5.7,4.1,Positive,0.3066502396413111,0.5264661281179138
120,BBW Dating & Curvy Singles Chat- LargeFriends,DATING,4.4,218.0,27.0,10000.0,Free,0.0,Mature 17+,['Dating'],2018.0,7.0,23.0,Monday,2018-07-23,5.2.9,4.1,Positive,0.18943347953216372,0.4648062865497076
121,Hitwe - meet people and chat,DATING,4.2,243950.0,21.0,10000000.0,Free,0.0,Mature 17+,['Dating'],2018.0,5.0,10.0,Thursday,2018-05-10,4.3.2,4.1,Negative,-0.13945601851851852,0.694104938271605
122,FERZU - Furries Social Network,DATING,3.9,1576.0,Varies,10000.0,Free,0.0,Mature 17+,['Dating'],2018.0,2.0,16.0,Friday,2018-02-16,4.4.1,4.1,Positive,0.08186532214817471,0.4869399930553776
123,"2Date Dating App, Love and matching",DATING,4.4,41605.0,8.1,500000.0,Free,0.0,Mature 17+,['Dating'],2018.0,7.0,26.0,Thursday,2018-07-26,4.813,4.0.3,Positive,0.2802671702652353,0.5583907406662825
124,Free Live Talk-Video Call,DATING,4.7,158.0,4.5,10000.0,Free,0.0,Mature 17+,['Dating'],2018.0,7.0,5.0,Thursday,2018-07-05,8.2,4.0.3,Negative,-0.1,0.1
125,Duolingo: Learn Languages Free,EDUCATION,4.7,6289924.0,Varies,100000000.0,Free,0.0,Everyone,['Education'],2018.0,8.0,1.0,Wednesday,2018-08-01,Varies,Varies,Positive,0.1986302882723337,0.4703608205767297
126,Babbel – Learn Languages,EDUCATION,4.3,266948.0,21.0,10000000.0,Free,0.0,Everyone,['Education'],2018.0,7.0,30.0,Monday,2018-07-30,20.7.2,4.4,Positive,0.33063275613275617,0.46859617763189193
127,Flippy Campus - Buy & sell on campus at a discount,EDUCATION,4.0,889.0,7.4,500000.0,Free,0.0,Everyone,['Education'],2018.0,3.0,9.0,Friday,2018-03-09,2.2.4,4.2,Positive,0.39528393175452,0.49248472116119174
128,ABC Preschool Free,EDUCATION,3.8,27572.0,25.0,5000000.0,Free,0.0,Everyone,['Education'],2017.0,10.0,25.0,Wednesday,2017-10-25,3,2.3,Positive,0.22080488040123458,0.4229706790123457
129,English with Lingualeo,EDUCATION,4.7,254519.0,27.0,5000000.0,Free,0.0,Everyone,['Education'],2018.0,7.0,20.0,Friday,2018-07-20,2.8.1,4.1,Positive,0.13516865079365076,0.3522718253968254
130,Brilliant,EDUCATION,4.5,41185.0,Varies,1000000.0,Free,0.0,Everyone,['Education'],2018.0,8.0,3.0,Friday,2018-08-03,Varies,Varies,Positive,0.2554974071067821,0.5068218043530544
131,C++ Tutorials,EDUCATION,4.1,358.0,1.9,50000.0,Free,0.0,Everyone,['Education'],2014.0,8.0,21.0,Thursday,2014-08-21,1.1,2.3,Positive,0.5309259259259259,0.5667438271604939
132,C++ Programming,EDUCATION,4.3,11904.0,1.8,1000000.0,Free,0.0,Everyone,['Education'],2015.0,8.0,22.0,Saturday,2015-08-22,2,2.3,Positive,0.19645104943282027,0.5534449571775961
133,C Programming,EDUCATION,4.3,22251.0,1.8,1000000.0,Free,0.0,Everyone,['Education'],2015.0,6.0,28.0,Sunday,2015-06-28,3,2.3,Positive,0.2768000669964955,0.541011544011544
134,GMAT Question Bank,EDUCATION,4.2,240.0,29.0,10000.0,Free,0.0,Everyone,['Education'],2015.0,4.0,29.0,Wednesday,2015-04-29,1.2,2.3.3,Positive,0.26889992360580595,0.4698832866479925
135,GRE Tutor,EDUCATION,4.0,275.0,2.3,50000.0,Free,0.0,Everyone,['Education'],2013.0,12.0,2.0,Monday,2013-12-02,2.9,2.1,Positive,0.4086946386946387,0.5681086043586043
136,GRE Flashcards,EDUCATION,4.5,13791.0,Varies,500000.0,Free,0.0,Everyone,['Education'],2018.0,6.0,6.0,Wednesday,2018-06-06,Varies,Varies,Positive,0.26205528749799584,0.5237899831649832
137,GMAT Math Flashcards,EDUCATION,4.4,1769.0,Varies,100000.0,Free,0.0,Everyone,['Education'],2018.0,7.0,11.0,Wednesday,2018-07-11,Varies,Varies,Positive,0.41273599712401793,0.5496980218855219
138,GRE Prep & Practice by Magoosh,EDUCATION,4.4,3963.0,Varies,100000.0,Free,0.0,Everyone,['Education'],2018.0,6.0,6.0,Wednesday,2018-06-06,Varies,Varies,Positive,0.38801571268237933,0.4839062850729518
139,Babbel – Learn Spanish,EDUCATION,4.4,54798.0,11.0,1000000.0,Free,0.0,Everyone,['Education'],2018.0,7.0,30.0,Monday,2018-07-30,20.7.2,4.4,Positive,0.3093640734265734,0.5447092028342028
140,HomeWork,EDUCATION,4.3,16195.0,5.2,1000000.0,Free,0.0,Everyone,['Education'],2016.0,9.0,20.0,Tuesday,2016-09-20,8.5.2,4,Positive,1.0,0.3
141,Common Core,EDUCATION,4.0,835.0,15.0,100000.0,Free,0.0,Everyone,['Education'],2016.0,12.0,20.0,Tuesday,2016-12-20,2.3.1,2.3,Negative,-0.008810779993815729,0.4599950718923933
142,Homework Planner,EDUCATION,4.0,2525.0,1.2,100000.0,Free,0.0,Everyone,['Education'],2015.0,1.0,11.0,Sunday,2015-01-11,15.9.4,4,Positive,0.2775236133048633,0.5334585326549611
143,Edmodo,EDUCATION,4.1,200058.0,18.0,10000000.0,Free,0.0,Everyone,['Education'],2018.0,7.0,20.0,Friday,2018-07-20,9.12.5,4.0.3,Positive,0.40415553494124923,0.44355813234384667
144,"HelloTalk — Chat, Speak & Learn Foreign Languages",EDUCATION,4.4,84309.0,41.0,5000000.0,Free,0.0,Everyone,['Education'],2018.0,7.0,25.0,Wednesday,2018-07-25,2.6.6,4.1,Positive,0.20232638888888888,0.6530555555555556
145,Canvas Student,EDUCATION,4.5,42828.0,Varies,1000000.0,Free,0.0,Everyone,['Education'],2018.0,7.0,20.0,Friday,2018-07-20,Varies,Varies,Positive,0.12500000000000003,0.38749999999999996
146,EasyBib: Citation Generator,EDUCATION,3.5,1405.0,7.3,100000.0,Free,0.0,Everyone,['Education'],2018.0,3.0,29.0,Thursday,2018-03-29,2.4.4,4,Positive,0.07377305877305877,0.4017975117975118
147,Hotstar,ENTERTAINMENT,4.3,4885646.0,Varies,100000000.0,Free,0.0,Teen,['Entertainment'],2018.0,8.0,3.0,Friday,2018-08-03,Varies,Varies,Positive,0.03817782617308288,0.4939640988971346
148,H TV,ENTERTAINMENT,4.3,103078.0,5.6,5000000.0,Free,0.0,Everyone,['Entertainment'],2018.0,7.0,5.0,Thursday,2018-07-05,4.6.2,2.3.3,Positive,0.2861184210526316,0.3987280701754386
149,DStv Now,ENTERTAINMENT,3.9,34923.0,Varies,5000000.0,Free,0.0,Teen,['Entertainment'],2018.0,7.0,27.0,Friday,2018-07-27,Varies,Varies,Positive,0.023143659003034004,0.5161311836311836
150,BBC Media Player,ENTERTAINMENT,3.4,87384.0,Varies,10000000.0,Free,0.0,Everyone,['Entertainment'],2016.0,9.0,14.0,Wednesday,2016-09-14,Varies,Varies,Negative,-0.028519833754208763,0.43761078042328044
151,Amazon Prime Video,ENTERTAINMENT,4.2,411683.0,24.0,50000000.0,Free,0.0,Teen,['Entertainment'],2018.0,8.0,2.0,Thursday,2018-08-02,3.0.231.18141,4.1,Positive,0.46111111111111114,0.5555555555555556
152,Cinemark Theatres,ENTERTAINMENT,4.1,21867.0,39.0,1000000.0,Free,0.0,Teen,['Entertainment'],2018.0,7.0,12.0,Thursday,2018-07-12,2.19,5,Positive,0.07015540674603174,0.403097702991453
153,Fandango Movies - Times + Tickets,ENTERTAINMENT,4.6,243747.0,Varies,10000000.0,Free,0.0,Teen,['Entertainment'],2018.0,8.0,2.0,Thursday,2018-08-02,Varies,Varies,Positive,0.1386347481883196,0.5095179225536368
154,Harkins Theatres,ENTERTAINMENT,4.3,1511.0,12.0,100000.0,Free,0.0,Everyone,['Entertainment'],2018.0,6.0,11.0,Monday,2018-06-11,2.1.1,4.1,Positive,0.08864442831572625,0.490007597621234
155,AMC Theatres,ENTERTAINMENT,4.3,44550.0,72.0,1000000.0,Free,0.0,Everyone,['Entertainment'],2018.0,7.0,18.0,Wednesday,2018-07-18,6.18.3,5,Positive,0.13569444444444442,0.5781944444444445
156,Food Network,ENTERTAINMENT,4.1,7813.0,Varies,500000.0,Free,0.0,Teen,['Entertainment'],2018.0,7.0,27.0,Friday,2018-07-27,Varies,Varies,Positive,0.019501268559656715,0.44398913951545527
157,Cooking Channel,ENTERTAINMENT,4.1,1033.0,16.0,100000.0,Free,0.0,Teen,['Entertainment'],2018.0,7.0,27.0,Friday,2018-07-27,Varies,Varies,Positive,0.364018944018944,0.533577256077256
158,Animal Planet GO,ENTERTAINMENT,4.2,2442.0,9.6,100000.0,Free,0.0,Teen,['Entertainment'],2018.0,7.0,24.0,Tuesday,2018-07-24,2.9.4,4.1,Positive,0.2735714285714286,0.45373677248677247
159,Crunchyroll - Everything Anime,ENTERTAINMENT,3.7,310066.0,Varies,10000000.0,Free,0.0,Teen,['Entertainment'],2018.0,3.0,5.0,Monday,2018-03-05,Varies,Varies,Positive,0.17751003336940835,0.4448996244331066
160,Acorn TV: World-class TV from Britain and Beyond,ENTERTAINMENT,3.0,493.0,23.0,50000.0,Free,0.0,Everyone,['Entertainment'],2018.0,6.0,15.0,Friday,2018-06-15,2,4.4,Positive,0.0860583905828471,0.5070377689942908
161,HISTORY: Watch TV Show Full Episodes & Specials,ENTERTAINMENT,4.1,33387.0,20.0,1000000.0,Free,0.0,Teen,['Entertainment'],2018.0,7.0,16.0,Monday,2018-07-16,3.1.4,4.4,Positive,0.2456474868282614,0.5180457300764583
162,FOX NOW - On Demand & Live TV,ENTERTAINMENT,3.9,60841.0,Varies,5000000.0,Free,0.0,Teen,['Entertainment'],2018.0,7.0,26.0,Thursday,2018-07-26,Varies,4.4,Positive,0.05432929771415145,0.4963705790867445
163,A&E - Watch Full Episodes of TV Shows,ENTERTAINMENT,4.0,29706.0,19.0,1000000.0,Free,0.0,Teen,['Entertainment'],2018.0,7.0,16.0,Monday,2018-07-16,3.1.4,4.4,Positive,0.29888000374111484,0.4779256687242799
164,BET NOW - Watch Shows,ENTERTAINMENT,4.2,14807.0,19.0,1000000.0,Free,0.0,Teen,['Entertainment'],2018.0,7.0,8.0,Sunday,2018-07-08,11.45,4.4,Positive,0.05108807569745069,0.40812905844155845
165,Comedy Central,ENTERTAINMENT,3.9,22378.0,19.0,1000000.0,Free,0.0,Teen,['Entertainment'],2018.0,7.0,8.0,Sunday,2018-07-08,11.45,4.4,Positive,0.17142376628681774,0.34690642241745184
166,CW Seed,ENTERTAINMENT,4.5,16372.0,13.0,500000.0,Free,0.0,Teen,['Entertainment'],2018.0,7.0,18.0,Wednesday,2018-07-18,1.16,4.4,Positive,0.3055693342151675,0.5177009847148736
167,HBO GO: Stream with TV Package,ENTERTAINMENT,3.8,87723.0,32.0,10000000.0,Free,0.0,Teen,['Entertainment'],2018.0,7.0,19.0,Thursday,2018-07-19,16.0.0.437,4.1,Negative,-0.055652711720192906,0.5216060351511479
168,FOX,ENTERTAINMENT,3.7,197774.0,44.0,10000000.0,Free,0.0,Mature 17+,['Entertainment'],2018.0,6.0,25.0,Monday,2018-06-25,6.6.1,4.4,Positive,0.21398402523402524,0.4584032017365351
169,Hamilton — The Official App,ENTERTAINMENT,4.5,1575.0,43.0,100000.0,Free,0.0,Everyone,['Entertainment'],2018.0,7.0,13.0,Friday,2018-07-13,2.3.2,5,Positive,0.16104723181360084,0.43614353211823453
170,Funny Pics,ENTERTAINMENT,3.9,9941.0,Varies,1000000.0,Free,0.0,Teen,['Entertainment'],2017.0,7.0,7.0,Friday,2017-07-07,Varies,Varies,Positive,0.15368272005772005,0.5721806553235125
171,Colorfy: Coloring Book for Adults - Free,ENTERTAINMENT,4.5,787177.0,Varies,10000000.0,Free,0.0,Everyone,['Entertainment'],2018.0,6.0,20.0,Wednesday,2018-06-20,Varies,Varies,Positive,0.03422215836701754,0.5974338316186623
172,All Events in City,EVENTS,4.0,3782.0,9.5,100000.0,Free,0.0,Everyone,['Events'],2018.0,6.0,12.0,Tuesday,2018-06-12,8.4,4.0.3,Positive,0.5028597402597402,0.5618210678210679
173,DroidAdmin for Android - Advice,EVENTS,4.2,811.0,2.8,10000.0,Free,0.0,Everyone,['Events'],2018.0,5.0,29.0,Tuesday,2018-05-29,3.8,4,Positive,0.12617521367521367,0.5074501424501425
174,Happy Birthday Songs Offline,EVENTS,4.4,464.0,8.9,100000.0,Free,0.0,Everyone,['Events'],2017.0,12.0,4.0,Monday,2017-12-04,1.3,4.1,Positive,0.3333333333333333,0.5855555555555555
175,"Gametime - Tickets to Sports, Concerts, Theater",EVENTS,4.5,8800.0,24.0,1000000.0,Free,0.0,Everyone,['Events'],2018.0,7.0,17.0,Tuesday,2018-07-17,11.1.1,5,Positive,0.3797400972400972,0.5702181577181578
176,Goldstar: Live Event Tickets,EVENTS,4.5,1953.0,Varies,100000.0,Free,0.0,Teen,['Events'],2018.0,8.0,1.0,Wednesday,2018-08-01,Varies,Varies,Positive,0.5492664141414141,0.6354549062049062
177,Citibanamex Movil,FINANCE,3.6,52306.0,42.0,5000000.0,Free,0.0,Everyone,['Finance'],2018.0,7.0,27.0,Friday,2018-07-27,20.1,5,Positive,0.15006144781144778,0.5081359751359751
178,Bualuang mBanking,FINANCE,4.0,48445.0,10.0,5000000.0,Free,0.0,Everyone,['Finance'],2018.0,7.0,16.0,Monday,2018-07-16,2.6,4.0.3,Positive,0.004322019211725096,0.34824705387205385
179,BBVA Spain,FINANCE,4.2,36746.0,Varies,5000000.0,Free,0.0,Everyone,['Finance'],2018.0,7.0,24.0,Tuesday,2018-07-24,Varies,Varies,Positive,0.5061821338383838,0.5897763629599567
180,Ecobank Mobile Banking,FINANCE,4.0,12073.0,42.0,1000000.0,Free,0.0,Everyone,['Finance'],2018.0,5.0,25.0,Friday,2018-05-25,3.3,4.2,Negative,-0.014860031943365276,0.5415730180313514
181,Banorte Movil,FINANCE,4.1,111632.0,65.0,1000000.0,Free,0.0,Everyone,['Finance'],2018.0,6.0,9.0,Saturday,2018-06-09,5.10.1.40699,4.4,Positive,0.116998667998668,0.5673119519369519
182,Credit Karma,FINANCE,4.7,706301.0,Varies,10000000.0,Free,0.0,Everyone,['Finance'],2018.0,7.0,31.0,Tuesday,2018-07-31,Varies,Varies,Positive,0.2700516800659658,0.5196421459492888
183,BZWBK24 mobile,FINANCE,4.5,64959.0,39.0,1000000.0,Free,0.0,Everyone,['Finance'],2018.0,6.0,18.0,Monday,2018-06-18,5.0.1,4.1,Positive,0.3268825522303783,0.5547810559006211
184,"GCash - Buy Load, Pay Bills, Send Money",FINANCE,4.0,25508.0,Varies,1000000.0,Free,0.0,Everyone,['Finance'],2018.0,7.0,31.0,Tuesday,2018-07-31,Varies,4.2,Positive,0.027082440851972103,0.3834686147186147
185,Google Pay,FINANCE,4.2,347838.0,Varies,100000000.0,Free,0.0,Everyone,['Finance'],2018.0,7.0,26.0,Thursday,2018-07-26,2.70.206190089,Varies,Positive,0.115687486099574,0.5077741771354408
186,"Even - organize your money, get paid early",FINANCE,4.8,12304.0,21.0,100000.0,Free,0.0,Everyone,['Finance'],2018.0,8.0,2.0,Thursday,2018-08-02,6.0.16,5,Positive,0.2839285714285714,0.4627380952380952
187,Digit Save Money Automatically,FINANCE,4.5,8188.0,22.0,100000.0,Free,0.0,Everyone,['Finance'],2018.0,7.0,31.0,Tuesday,2018-07-31,2.29.1,4.1,Positive,0.23679829044412376,0.4206755802068302
188,Acorns - Invest Spare Change,FINANCE,4.3,45957.0,Varies,1000000.0,Free,0.0,Everyone,['Finance'],2018.0,7.0,31.0,Tuesday,2018-07-31,Varies,Varies,Positive,0.04666666666666667,0.20388888888888887
189,Expense IQ Money Manager,FINANCE,4.4,21570.0,27.0,1000000.0,Free,0.0,Everyone,['Finance'],2018.0,6.0,19.0,Tuesday,2018-06-19,2.0.4,4,Positive,0.22750618948703624,0.44198430929882543
190,Experian - Free Credit Report,FINANCE,4.6,23130.0,46.0,1000000.0,Free,0.0,Everyone,['Finance'],2018.0,7.0,12.0,Thursday,2018-07-12,2.1.4,4.2,Positive,0.1705043708304578,0.5278456406717276
191,Branch,FINANCE,4.6,69973.0,3.8,1000000.0,Free,0.0,Everyone,['Finance'],2018.0,7.0,23.0,Monday,2018-07-23,1.17.1,4,Positive,0.26422979797979795,0.44464553386428385
192,CreditWise from Capital One,FINANCE,4.6,26587.0,8.4,1000000.0,Free,0.0,Everyone,['Finance'],2018.0,7.0,19.0,Thursday,2018-07-19,1.18,4.4,Positive,0.23945429387863595,0.5351311517429939
193,Credit Sesame,FINANCE,4.3,25166.0,11.0,1000000.0,Free,0.0,Everyone,['Finance'],2018.0,7.0,25.0,Wednesday,2018-07-25,3.1.16,4.1,Positive,0.08866738579403051,0.3942038112959166
194,Fresh EBT - Food Stamp Balance,FINANCE,4.5,19870.0,7.4,1000000.0,Free,0.0,Everyone,['Finance'],2018.0,7.0,24.0,Tuesday,2018-07-24,2.9.5,4.0.3,Positive,0.15972740535608182,0.4247380315762669
195,CNBC: Breaking Business News & Live Market Data,FINANCE,4.2,24647.0,Varies,1000000.0,Free,0.0,Everyone,['Finance'],2018.0,7.0,13.0,Friday,2018-07-13,Varies,Varies,Positive,0.24770376373317549,0.47396788404141343
196,Bloomberg Professional,FINANCE,4.1,3334.0,Varies,500000.0,Free,0.0,Everyone,['Finance'],2018.0,7.0,23.0,Monday,2018-07-23,Varies,Varies,Negative,-0.023352723665223663,0.3632434613997114
197,E*TRADE Mobile,FINANCE,3.9,10658.0,58.0,1000000.0,Free,0.0,Everyone,['Finance'],2018.0,8.0,2.0,Thursday,2018-08-02,6.8.2,4.4,Positive,0.15327341401364838,0.49361037978225475
198,Fox Business,FINANCE,3.7,2594.0,Varies,500000.0,Free,0.0,Everyone,['Finance'],2018.0,3.0,13.0,Tuesday,2018-03-13,Varies,Varies,Positive,0.08882674106938812,0.5015917069042068
199,Current debit card and app made for teens,FINANCE,4.3,685.0,21.0,50000.0,Free,0.0,Everyone,['Finance'],2018.0,8.0,3.0,Friday,2018-08-03,3.0.22,4.4,Positive,0.3272583733540765,0.4721886874699375
200,Betterment,FINANCE,4.4,3780.0,11.0,100000.0,Free,0.0,Everyone,['Finance'],2018.0,8.0,3.0,Friday,2018-08-03,6.0.6,5,Positive,0.14325219763259925,0.5105452301501409
201,Citizens Bank Mobile Banking,FINANCE,4.1,15192.0,38.0,1000000.0,Free,0.0,Everyone,['Finance'],2018.0,5.0,23.0,Wednesday,2018-05-23,4.2.1,4.1,Positive,0.013179054741554742,0.49393451290772716
202,GoBank,FINANCE,4.4,5950.0,12.0,500000.0,Free,0.0,Everyone,['Finance'],2018.0,6.0,1.0,Friday,2018-06-01,2.131,4.1,Positive,0.039100828396805405,0.5303020581933049
203,BBVA Compass Banking,FINANCE,4.3,5905.0,50.0,500000.0,Free,0.0,Everyone,['Finance'],2018.0,7.0,27.0,Friday,2018-07-27,6.0.2,4.4,Positive,0.2055902244649166,0.4824433106575964
204,BankMobile Vibe App,FINANCE,4.3,14627.0,23.0,1000000.0,Free,0.0,Everyone,['Finance'],2018.0,7.0,9.0,Monday,2018-07-09,5.1,4.1,Positive,0.35345457682414205,0.5646099190664409
205,ACE Elite,FINANCE,4.1,2898.0,45.0,100000.0,Free,0.0,Everyone,['Finance'],2018.0,5.0,9.0,Wednesday,2018-05-09,4.10,4.4,Positive,0.25217091550424886,0.44258938592271924
206,Associated Credit Union Mobile,FINANCE,4.7,3290.0,12.0,50000.0,Free,0.0,Everyone,['Finance'],2018.0,5.0,30.0,Wednesday,2018-05-30,5.9.1,5,Positive,0.3880928287981859,0.5595348639455783
207,Bank of America Mobile Banking,FINANCE,4.4,341090.0,53.0,10000000.0,Free,0.0,Everyone,['Finance'],2018.0,7.0,31.0,Tuesday,2018-07-31,7.8.8,4.4,Positive,0.1800268291975881,0.4850038651824366
208,Discover Mobile,FINANCE,4.6,87951.0,68.0,5000000.0,Free,0.0,Everyone,['Finance'],2018.0,7.0,23.0,Monday,2018-07-23,9.7,4.1,Negative,-0.0416666666666666,0.5277777777777778
209,Amex Mobile,FINANCE,4.3,24729.0,32.0,1000000.0,Free,0.0,Everyone,['Finance'],2018.0,8.0,3.0,Friday,2018-08-03,6.7,5,Positive,0.17566632595799261,0.4177012452568008
210,Citi Mobile®,FINANCE,4.0,78306.0,46.0,5000000.0,Free,0.0,Everyone,['Finance'],2018.0,7.0,31.0,Tuesday,2018-07-31,9.9,4.4,Negative,-0.03873065476190478,0.4984982638888889
211,Chase Mobile,FINANCE,4.6,1374549.0,32.0,10000000.0,Free,0.0,Everyone,['Finance'],2018.0,7.0,23.0,Monday,2018-07-23,3.52,5,Positive,0.048165996701710984,0.488717625876108
212,HDFC Bank MobileBanking,FINANCE,4.2,208463.0,Varies,10000000.0,Free,0.0,Everyone,['Finance'],2018.0,7.0,26.0,Thursday,2018-07-26,Varies,Varies,Positive,0.11144867037724179,0.5096762265512265
213,Barclays US for Android,FINANCE,4.1,6998.0,24.0,1000000.0,Free,0.0,Everyone,['Finance'],2018.0,8.0,1.0,Wednesday,2018-08-01,6.29.37589,5,Positive,0.017928003998316493,0.41255418771043767
214,Easy Recipes,FOOD_AND_DRINK,4.7,2707.0,8.9,100000.0,Free,0.0,Everyone,"['Food', 'Drink']",2018.0,5.0,15.0,Tuesday,2018-05-15,2.12,4.0.3,Positive,0.28477704678362575,0.5238304093567251
215,Debonairs Pizza,FOOD_AND_DRINK,3.8,3320.0,8.4,500000.0,Free,0.0,Everyone,"['Food', 'Drink']",2018.0,8.0,4.0,Saturday,2018-08-04,1.9.117,4.0.3,Positive,0.0465277777777778,0.6054166666666667
216,Dunkin' Donuts,FOOD_AND_DRINK,4.2,68103.0,66.0,1000000.0,Free,0.0,Everyone,"['Food', 'Drink']",2018.0,6.0,20.0,Wednesday,2018-06-20,5,4.4,Positive,0.1965599297808238,0.47051000630182965
217,Grubhub: Food Delivery,FOOD_AND_DRINK,4.5,155944.0,35.0,5000000.0,Free,0.0,Everyone,"['Food', 'Drink']",2018.0,8.0,2.0,Thursday,2018-08-02,7.12,5,Positive,0.12273932938406622,0.47002923976608185
218,Domino's Pizza USA,FOOD_AND_DRINK,4.7,1032935.0,Varies,10000000.0,Free,0.0,Everyone,"['Food', 'Drink']",2018.0,7.0,20.0,Friday,2018-07-20,Varies,Varies,Positive,0.22697090935988962,0.5143804056045598
219,Dairy Queen,FOOD_AND_DRINK,3.7,731.0,43.0,100000.0,Free,0.0,Everyone,"['Food', 'Drink']",2018.0,7.0,25.0,Wednesday,2018-07-25,2.1,4.1,Positive,0.1894097222222222,0.37438271604938267
220,Healthy Recipes Free,FOOD_AND_DRINK,4.0,1077.0,17.0,100000.0,Free,0.0,Everyone,"['Food', 'Drink']",2017.0,10.0,18.0,Wednesday,2017-10-18,3.2,4.0.3,Positive,0.4033939116439117,0.5317927072927073
221,Cookbook Recipes,FOOD_AND_DRINK,4.1,46539.0,Varies,5000000.0,Free,0.0,Teen,"['Food', 'Drink']",2018.0,7.0,23.0,Monday,2018-07-23,Varies,Varies,Positive,0.565437038093288,0.6426115401115401
222,Easy Healthy Recipes,FOOD_AND_DRINK,4.1,278.0,7.2,50000.0,Free,0.0,Everyone,"['Food', 'Drink']",2018.0,7.0,20.0,Friday,2018-07-20,24.5,4,Positive,0.445762473876698,0.5893495297805643
223,Allrecipes Dinner Spinner,FOOD_AND_DRINK,4.5,61881.0,Varies,5000000.0,Free,0.0,Everyone,"['Food', 'Drink']",2018.0,4.0,10.0,Tuesday,2018-04-10,Varies,Varies,Positive,0.2729995443153338,0.5816768246373509
224,Cookpad,FOOD_AND_DRINK,4.5,131569.0,8.2,10000000.0,Free,0.0,Everyone,"['Food', 'Drink']",2018.0,8.0,3.0,Friday,2018-08-03,2.76.2.0-android,4.2,Positive,0.2574367684784351,0.5483966650633317
225,"BigOven Recipes, Meal Planner, Grocery List & More",FOOD_AND_DRINK,4.3,31986.0,76.0,1000000.0,Free,0.0,Teen,"['Food', 'Drink']",2017.0,11.0,23.0,Thursday,2017-11-23,5.7.23,5,Positive,0.3282224025974026,0.49978214060245313
226,Foursquare City Guide,FOOD_AND_DRINK,4.1,483960.0,Varies,10000000.0,Free,0.0,Teen,"['Food', 'Drink']",2018.0,7.0,23.0,Monday,2018-07-23,Varies,Varies,Positive,0.20027867965367965,0.42221578025149453
227,Eat24 Food Delivery & Takeout,FOOD_AND_DRINK,4.3,40116.0,Varies,1000000.0,Free,0.0,Everyone,"['Food', 'Drink']",2018.0,8.0,2.0,Thursday,2018-08-02,Varies,Varies,Positive,0.1716105214230214,0.5470710770710772
228,BeyondMenu Food Delivery,FOOD_AND_DRINK,4.7,51517.0,Varies,1000000.0,Free,0.0,Everyone,"['Food', 'Drink']",2018.0,8.0,1.0,Wednesday,2018-08-01,Varies,Varies,Positive,0.4087426900584795,0.6176803118908382
229,EatStreet Food Delivery App,FOOD_AND_DRINK,4.6,7690.0,25.0,100000.0,Free,0.0,Everyone,"['Food', 'Drink']",2018.0,7.0,3.0,Tuesday,2018-07-03,3.1.14,5,Positive,0.3832653026403026,0.5136076011076011
230,Caviar - Food Delivery,FOOD_AND_DRINK,4.2,3755.0,8.5,100000.0,Free,0.0,Everyone,"['Food', 'Drink']",2018.0,7.0,20.0,Friday,2018-07-20,2.4.11,6,Positive,0.21737478089040588,0.5137362637362637
231,DoorDash - Food Delivery,FOOD_AND_DRINK,4.5,104504.0,Varies,1000000.0,Free,0.0,Everyone,"['Food', 'Drink']",2018.0,7.0,31.0,Tuesday,2018-07-31,Varies,Varies,Positive,0.07240710302429051,0.44422497723837007
232,Home Workout - No Equipment,HEALTH_AND_FITNESS,4.8,428156.0,15.0,10000000.0,Free,0.0,Everyone,"['Health', 'Fitness']",2018.0,6.0,28.0,Thursday,2018-06-28,Varies,Varies,Positive,0.3383518564768565,0.5552208555333555
233,30 Day Fitness Challenge - Workout at Home,HEALTH_AND_FITNESS,4.8,471036.0,Varies,10000000.0,Free,0.0,Everyone,"['Health', 'Fitness']",2018.0,8.0,3.0,Friday,2018-08-03,Varies,4,Positive,0.33353687339286414,0.5585879078678617
234,Home Workout for Men - Bodybuilding,HEALTH_AND_FITNESS,4.8,12705.0,15.0,1000000.0,Free,0.0,Everyone,"['Health', 'Fitness']",2018.0,7.0,10.0,Tuesday,2018-07-10,1.0.2,4,Positive,0.5043875,0.4769079365079365
